ID,Name,Description,Dataset_ID,Category,Type,Units,Source,Changes,Notes
SCCS133,Manufacturing: Rope or Cordage (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS134,Manufacturing: Leather (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS135,Manufacturing: Clothing (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS136,Manufacturing: Pottery (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS137,Manufacturing: Wood (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS138,Manufacturing: Bone (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS139,Manufacturing: Stone (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS140,Manufacturing: Metal (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS141,Manufacturing: Musical Instruments (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS142,Miscellaneous: Fire (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS143,Miscellaneous: Laundering (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS144,Miscellaneous: Bodily Mutilation (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS145,Miscellaneous: Bonesetting/Surgery (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS146,Miscellaneous: Burden Carrying (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS147,Miscellaneous: Boatbuilding (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS148,Miscellaneous: Housebuilding (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS149,Scale 1- Writing and Records,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS150,Scale 2- Fixity of Residence,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS151,Scale 3- Agriculture,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS152,Scale 4- Urbanization,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS153,Scale 5- Technological Specialization,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS154,Scale 6- Land Transport,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS155,Scale 7- Money,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS156,Scale 8- Density of Population,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS157,Scale 9- Political Integration,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS158,Scale 10- Social Stratification,"Murdock, G. P., & Provost, C. (1973). Measurement of cultural complexity. Ethnology, 12(4), 379-392.",SCCS,"Modernization,Economy",Ordinal,,murdock1973measurement,,
SCCS159,Talk about Sex,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS160,Sex Frequency in Marriage,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS161,Sex Believed Dangerous,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS162,Foreplay,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS163,Age for Clothing - Male,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS164,Age for Clothing - Female,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS165,Premarital Sex Attitudes - Female,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS166,Frequency of Premarital Sex - Male,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS167,Frequency of Premarital Sex - Female,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS168,Initiator of Premarital Sex,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS169,Extramarital Sex,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS170,Frequency of Extramarital Sex - Male,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS171,Frequency of Extramarital Sex - Female,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS172,Wifesharing,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Categorical,,broude1976cross,,
SCCS173,Rape,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS174,Frequency of Rape,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS175,Male Sexual Aggressiveness,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS176,Homosexuality,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS177,Frequency of Homosexuality,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS178,Impotence,"Broude, G. J., & Greene, S. J. (1976). Cross-cultural codes on twenty sexual attitudes and practices. Ethnology, 15(4), 409-429.",SCCS,"Life cycle,Marriage,Sexual practices",Ordinal,,broude1976cross,,
SCCS200,"Trance states [Note, identical to EA112]",Bourguignon (1973); Gray (1999),SCCS,Ritual,Categorical,(blank),Bourguignon (1973); Gray (1999),,
SCCS201,"Marital residence with kin: change after first years [Note, identical to EA201]",Murdock (1962-1971); Gray (1999),SCCS,"Marriage,Kinship",Categorical,(blank),Murdock (1962-1971); Gray (1999),,
SCCS202,"Societal rigidity [Note, identical to EA113]",Greenbaum (1973); Gray (1999),SCCS,"Ritual,Politics",Categorical,(blank),Greenbaum (1973); Gray (1999),,
SCCS203,"Subsistence economy: gathering [Note, identical to EA001]",Murdock (1962-1971); Gray (1999),SCCS,"Subsistence,Economy",Ordinal,(blank),Murdock (1962-1971); Gray (1999),,
SCCS204,"Subsistence economy: hunting [Note, identical to EA002]",Murdock (1962-1971); Gray (1999),SCCS,"Subsistence,Economy",Ordinal,(blank),Murdock (1962-1971); Gray (1999),,
