ID,Name,Description,ColumnSpec,category,type,unit,source_comment,changes,comment,Contribution_ID
EA080,House construction: floor level,Floor level of the prevailing type of dwelling.,,"Community organization, Housing",Categorical,,Murdock (1962-1971); Gray (1999),,,dplace-dataset-ea
EA081,House construction: wall material,Wall material of the prevailing type of dwelling.,,"Community organization, Ecology, Housing",Categorical,,Murdock (1962-1971); Gray (1999),"Recoded to distinguish ""missing data"" (0) from ""open walls"" (10) from ""walls indistinguishable from, or merging into roof"" (11)",,dplace-dataset-ea
EA082,House construction: shape of roof,Shape of roof  of the prevailing type of dwelling.,,"Community organization, Housing",Categorical,,Murdock (1962-1971); Gray (1999),,,dplace-dataset-ea
EA083,House construction: roofing materials,Roofing materials of the prevailing type of dwelling.,,"Community organization, Ecology, Housing",Categorical,,Murdock (1962-1971); Gray (1999),"Recoded to distinguish ""Stone/slate"" (1) from ""Tile/brick"" (11)",,dplace-dataset-ea
EA084,House construction (secondary house type): ground plan,Ground plan of secondary or alternative house type.,,"Community organization, Housing",Categorical,,Murdock (1962-1971); Gray (1999),,,dplace-dataset-ea
EA085,House construction (secondary house type): floor level,Floor level of secondary or alternative house type.,,"Community organization, Housing",Categorical,,Murdock (1962-1971); Gray (1999),,,dplace-dataset-ea
EA086,House construction (secondary house type): wall material,Wall material of secondary or alternative house type.,,"Community organization, Ecology, Housing",Categorical,,Murdock (1962-1971); Gray (1999),"Recoded to distinguish ""missing data"" (0) from ""open walls"" (10) from ""walls indistinguishable from, or merging into roof"" (11)",,dplace-dataset-ea
EA087,House construction (secondary house type): shape of roof,Shape of roof of secondary or alternative house type.,,"Community organization, Housing",Categorical,,Murdock (1962-1971); Gray (1999),,,dplace-dataset-ea
EA088,House construction (secondary house type): roofing materials,Roofing materials of secondary or alternative house type.,,"Community organization, Ecology, Housing",Categorical,,Murdock (1962-1971); Gray (1999),"Recoded to distinguish ""Stone/slate"" (1) from ""Tile/brick"" (11)",,dplace-dataset-ea
EA090,Political integration ,Political integration of the society with neighbouring communities and/or a larger state; this is the version that appeared in Murdock (1957)'s World Ethnographic Sample (WES). ,,"Economy, Leadership, Politics",Categorical,,Murdock (1957); Gray (1999),,,dplace-dataset-ea
EA094,Political succession: version from Murdock (1957),Rule of succession; for cross-cultural comparibility this is the prevailing rule of succession for the headman of a local community or a near equivalent thereto; this is the version that appeared in Murdock (1957)'s World Ethnographic Sample (WES). ,,"Leadership, Politics",Categorical,,Murdock (1957); Gray (1999),,,dplace-dataset-ea
EA112,Trance states,"Presence/absence of culturally patterned forms of altered states of consciousness. Codes distinguish between two types of altered states: PossessionTrance, considered to be a manifestation of spirit possession, and a Trance state that is not explained by possession.",,Ritual,Categorical,,Bourguignon (1973); Gray (1999),,,dplace-dataset-ea
EA113,Societal rigidity,"Degree of rigidity in social structures. Considers stratification of society, whether status distinctions are earned or ascribed, degree of hierarchy of political system, extent to which residence and group membership are fixed, centralization of authority, flexibility of religious rites.",,"Politics, Ritual",Categorical,,Greenbaum (1973); Gray (1999),,,dplace-dataset-ea
EA202,Population size,"Population of ethnic group as a whole, unless otherwise noted in ""Comments"". Note that source differs by society; EA bibliography is source where possible, otherwise Ember (1992).","{""datatype"": ""decimal""}",Population,Continuous,,Murdock (1962-1971); Ember (1992),,,dplace-dataset-ea
AnnualMeanTemperature,Mean value of monthly temperature across the year,Mean value of monthly temperature across the year,"{""datatype"": ""decimal""}",Climate,Continuous,°C,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
AnnualTemperatureVariance,Variance in monthly temperature means,Variance in monthly temperature means,"{""datatype"": ""decimal""}",Climate,Continuous,,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
MonthlyMeanPrecipitation,Mean monthly precipitation in ml/m2/month,Mean monthly precipitation in ml/m2/month,"{""datatype"": ""decimal""}",Climate,Continuous,ml/m²/month,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
PrecipitationConstancy,Precipitation constancy,Colwell's (1974) information theoretic index. Indicates the extent to which a climate patterns are predictable because conditions are constant. Varies between 0 (completely unpredictable) and 1 (fully predictable).,"{""datatype"": ""decimal""}",Climate,Continuous,,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
PrecipitationContingency,Precipitation contingency,Colwell's (1974) information theoretic index. Indicates the extent to which a climate patterns are predictable because conditions oscillate in a very predictable manner.  Varies between 0 (completely unpredictable) and 1 (fully predictable).,"{""datatype"": ""decimal""}",Climate,Continuous,,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
PrecipitationPredictability,Precipitation predictability,Colwell's (1974) information theoretic index. Indicates the extent to which a climate patterns are predictable due to either constancy or contingency.  Varies between 0 (completely unpredictable) and 1 (fully predictable).,"{""datatype"": ""decimal""}",Climate,Continuous,,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
TemperatureConstancy,Temperature constancy,Colwell's (1974) information theoretic index. Indicates the extent to which a climate patterns are predictable because conditions are constant. Varies between 0 (completely unpredictable) and 1 (fully predictable).,"{""datatype"": ""decimal""}",Climate,Continuous,,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
TemperatureContingency,Temperature contingency,Colwell's (1974) information theoretic index. Indicates the extent to which climate patterns are predictable because conditions oscillate in a very predictable manner.  Varies between 0 (completely unpredictable) and 1 (fully predictable).,"{""datatype"": ""decimal""}",Climate,Continuous,,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
TemperaturePredictability,Temperature predictability,Colwell's (1974) information theoretic index. Indicates the extent to which a climate patterns are predictable due to either constancy or contingency.  Varies between 0 (completely unpredictable) and 1 (fully predictable).,"{""datatype"": ""decimal""}",Climate,Continuous,,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
AnnualPrecipitationVariance,Variance in monthly precipitation means,Variance in monthly precipitation means,"{""datatype"": ""decimal""}",Climate,Continuous,,"Baseline Historical (1900-1949), CCSM ecoClimate model",,,dplace-dataset-ecoclimate
Elevation,Meters above sea level,Meters above sea level,"{""datatype"": ""decimal""}",Physical Landscape,Continuous,masl,Global Multi-resolution Terrain Elevation Data 2010,,,dplace-dataset-gmted2010
Slope,Mean incline (in degrees) in the terrain (unit of sample 0.5 by 0.5 degree cell),Mean incline (in degrees) in the terrain (unit of sample 0.5 by 0.5 degree cell),"{""datatype"": ""decimal""}",Physical Landscape,Continuous,degrees,Global Multi-resolution Terrain Elevation Data 2010,,,dplace-dataset-gmted2010
DistToCoast_km,Distance to coast,Distance to coast,"{""datatype"": ""decimal""}",Physical Landscape,Continuous,km,High-resolution Geography Database,,,dplace-dataset-gshhs
AmphibianRichness,Number of coexisting amphibian species,Number of coexisting amphibian species.,"{""datatype"": ""decimal""}",Ecology,Continuous,,Jenkins et al. 2013,,,dplace-dataset-jenkins
BirdRichness,Number of coexisting bird species,Number of coexisting bird species.,"{""datatype"": ""decimal""}",Ecology,Continuous,,Jenkins et al. 2013,,,dplace-dataset-jenkins
MammalRichness,Number of coexisting mammal species,Number of coexisting mammal species.,"{""datatype"": ""decimal""}",Ecology,Continuous,,Jenkins et al. 2013,,,dplace-dataset-jenkins
VascularPlantsRichness,Number of coexisting vascular plant species.,Number of coexisting vascular plant species.,"{""datatype"": ""decimal""}",Ecology,Continuous,,Kreft and Jetz 2007,,,dplace-dataset-kreft
AnnualNetPrimaryProductionVariance,Variance in net primary production per month,Variance in net primary production per month,"{""datatype"": ""decimal""}",Ecology,Continuous,,Moderate Resolution Imaging Spectroradiometer,,,dplace-dataset-modis
MonthlyMeanNetPrimaryProduction,Net primary production per month (grams of carbon uptake per square meter of land per month),Net primary production per month (grams of carbon uptake per square meter of land per month),"{""datatype"": ""decimal""}",Ecology,Continuous,gC m-2 month-1,Moderate Resolution Imaging Spectroradiometer,,,dplace-dataset-modis
NetPrimaryProductionConstancy,Net primary production constancy,Colwell's (1974) information theoretic index. Indicates the extent to which a climate patterns are predictable because conditions are constant. Varies between 0 (completely unpredictable) and 1 (fully predictable).,"{""datatype"": ""decimal""}",Ecology,Continuous,,Moderate Resolution Imaging Spectroradiometer,,,dplace-dataset-modis
NetPrimaryProductionContingency,Net primary production contingency,Colwell's (1974) information theoretic index. Indicates the extent to which a climate patterns are predictable because conditions oscillate in a very predictable manner.  Varies between 0 (completely unpredictable) and 1 (fully predictable).,"{""datatype"": ""decimal""}",Ecology,Continuous,,Moderate Resolution Imaging Spectroradiometer,,,dplace-dataset-modis
